hours,minutes,seconds,time
0,29,33,00:29:33
19,13,33,19:13:33
23,41,25,23:41:25
16,31,19,16:31:19
5,59,2,05:59:02
16,1,27,16:01:27
8,18,28,08:18:28
10,23,36,10:23:36
20,3,28,20:03:28
12,54,24,12:54:24
18,27,20,18:27:20
8,12,47,08:12:47
8,23,31,08:23:31
19,16,54,19:16:54
21,3,33,21:03:33
14,28,29,14:28:29
16,54,20,16:54:20
16,30,22,16:30:22
18,32,40,18:32:40
18,19,55,18:19:55
18,38,56,18:38:56
14,31,50,14:31:50
2,21,22,02:21:22
9,27,2,09:27:02
8,2,30,08:02:30
10,47,42,10:47:42
1,2,13,01:02:13
12,52,57,12:52:57
12,55,54,12:55:54
22,31,6,22:31:06
20,7,27,20:07:27
21,30,23,21:30:23
13,56,15,13:56:15
19,57,35,19:57:35
14,59,12,14:59:12
18,28,3,18:28:03
1,42,4,01:42:04
15,15,18,15:15:18
18,51,13,18:51:13
7,45,49,07:45:49
6,0,11,06:00:11
9,48,38,09:48:38
16,33,17,16:33:17
5,7,50,05:07:50
1,7,3,01:07:03
15,20,16,15:20:16
12,14,21,12:14:21
4,23,53,04:23:53
23,56,17,23:56:17
0,37,13,00:37:13
9,42,1,09:42:01
10,34,25,10:34:25
4,19,11,04:19:11
16,56,18,16:56:18
18,38,46,18:38:46
8,38,22,08:38:22
22,21,40,22:21:40
14,32,0,14:32:00
5,48,7,05:48:07
14,47,39,14:47:39
17,23,53,17:23:53
9,55,16,09:55:16
11,2,12,11:02:12
7,10,28,07:10:28
2,33,28,02:33:28
21,8,59,21:08:59
8,52,39,08:52:39
20,4,1,20:04:01
9,22,51,09:22:51
1,24,48,01:24:48
3,52,37,03:52:37
4,36,41,04:36:41
22,52,44,22:52:44
0,35,9,00:35:09
21,17,56,21:17:56
1,21,47,01:21:47
0,37,45,00:37:45
22,2,29,22:02:29
3,13,7,03:13:07
9,28,43,09:28:43
18,34,2,18:34:02
13,4,8,13:04:08
18,19,23,18:19:23
8,22,46,08:22:46
8,35,23,08:35:23
19,18,1,19:18:01
19,2,8,19:02:08
0,26,11,00:26:11
4,46,30,04:46:30
12,33,37,12:33:37
10,19,1,10:19:01
11,5,39,11:05:39
6,29,55,06:29:55
10,55,16,10:55:16
23,59,40,23:59:40
10,10,33,10:10:33
5,3,15,05:03:15
5,9,46,05:09:46
19,28,21,19:28:21
18,32,50,18:32:50
18,15,25,18:15:25
13,45,3,13:45:03
4,27,52,04:27:52
14,9,12,14:09:12
19,35,2,19:35:02
6,51,38,06:51:38
0,39,8,00:39:08
7,0,20,07:00:20
18,55,36,18:55:36
16,53,30,16:53:30
1,35,51,01:35:51
2,6,1,02:06:01
22,41,52,22:41:52
17,32,23,17:32:23
16,20,48,16:20:48
10,54,19,10:54:19
12,43,58,12:43:58
18,28,35,18:28:35
0,22,5,00:22:05
5,57,5,05:57:05
3,45,15,03:45:15
13,50,43,13:50:43
9,54,40,09:54:40
6,43,30,06:43:30
13,51,24,13:51:24
17,43,43,17:43:43
6,7,44,06:07:44
19,12,45,19:12:45
17,5,32,17:05:32
18,47,39,18:47:39
8,15,27,08:15:27
11,50,2,11:50:02
23,45,26,23:45:26
18,9,36,18:09:36
13,52,3,13:52:03
9,26,22,09:26:22
8,41,10,08:41:10
13,45,15,13:45:15
5,1,3,05:01:03
10,8,16,10:08:16
7,12,23,07:12:23
9,3,34,09:03:34
12,17,55,12:17:55
15,48,48,15:48:48
14,34,26,14:34:26
23,12,22,23:12:22
10,43,45,10:43:45
11,56,43,11:56:43
20,16,42,20:16:42
7,19,52,07:19:52
19,29,28,19:29:28
10,8,48,10:08:48
17,8,25,17:08:25
11,55,47,11:55:47
9,51,45,09:51:45
9,20,47,09:20:47
15,11,15,15:11:15
7,14,36,07:14:36
2,57,53,02:57:53
0,36,54,00:36:54
12,53,19,12:53:19
1,26,30,01:26:30
5,50,10,05:50:10
9,30,38,09:30:38
10,1,38,10:01:38
23,6,8,23:06:08
20,0,15,20:00:15
14,14,3,14:14:03
17,59,51,17:59:51
7,17,32,07:17:32
17,6,25,17:06:25
20,7,8,20:07:08
20,13,38,20:13:38
21,48,29,21:48:29
3,39,10,03:39:10
17,59,59,17:59:59
11,48,52,11:48:52
9,7,28,09:07:28
0,52,59,00:52:59
12,23,26,12:23:26
3,12,44,03:12:44
2,48,23,02:48:23
22,46,37,22:46:37
8,10,8,08:10:08
0,43,11,00:43:11
23,55,43,23:55:43
1,50,56,01:50:56
16,22,29,16:22:29
9,50,11,09:50:11
18,40,15,18:40:15
18,14,39,18:14:39
10,26,41,10:26:41
16,56,2,16:56:02
17,58,50,17:58:50
1,18,3,01:18:03
20,21,32,20:21:32
9,29,31,09:29:31
7,52,36,07:52:36
4,46,7,04:46:07
3,1,50,03:01:50
13,5,4,13:05:04
5,39,44,05:39:44
22,12,0,22:12:00
20,32,34,20:32:34
11,4,4,11:04:04
11,14,24,11:14:24
20,28,38,20:28:38
11,21,1,11:21:01
4,46,36,04:46:36
14,0,14,14:00:14
21,10,39,21:10:39
4,40,42,04:40:42
3,37,39,03:37:39
20,55,58,20:55:58
1,25,53,01:25:53
16,9,3,16:09:03
3,43,34,03:43:34
20,27,26,20:27:26
18,1,25,18:01:25
11,27,37,11:27:37
18,39,45,18:39:45
22,11,40,22:11:40
14,46,35,14:46:35
14,14,51,14:14:51
3,52,7,03:52:07
4,7,49,04:07:49
10,33,53,10:33:53
0,29,50,00:29:50
8,5,15,08:05:15
1,36,4,01:36:04
20,35,20,20:35:20
4,1,13,04:01:13
13,1,1,13:01:01
7,14,22,07:14:22
22,45,55,22:45:55
21,13,11,21:13:11
20,13,51,20:13:51
19,25,32,19:25:32
17,29,13,17:29:13
13,12,57,13:12:57
18,46,28,18:46:28
9,25,6,09:25:06
22,45,25,22:45:25
4,56,39,04:56:39
0,25,36,00:25:36
0,13,58,00:13:58
22,37,31,22:37:31
8,49,57,08:49:57
9,57,10,09:57:10
14,12,51,14:12:51
2,45,59,02:45:59
21,41,54,21:41:54
22,44,53,22:44:53
14,4,15,14:04:15
19,30,9,19:30:09
12,28,38,12:28:38
21,58,19,21:58:19
19,42,26,19:42:26
8,56,36,08:56:36
20,50,8,20:50:08
18,4,17,18:04:17
20,32,51,20:32:51
16,22,21,16:22:21
12,12,27,12:12:27
10,13,18,10:13:18
15,9,24,15:09:24
1,59,35,01:59:35
5,17,46,05:17:46
9,16,35,09:16:35
6,2,40,06:02:40
11,13,49,11:13:49
3,35,59,03:35:59
2,41,43,02:41:43
15,33,18,15:33:18
9,37,35,09:37:35
8,46,32,08:46:32
16,14,2,16:14:02
5,23,57,05:23:57
10,34,58,10:34:58
10,58,55,10:58:55
1,18,37,01:18:37
13,43,28,13:43:28
11,11,45,11:11:45
2,26,34,02:26:34
16,21,41,16:21:41
5,36,2,05:36:02
13,51,50,13:51:50
5,54,40,05:54:40
16,30,35,16:30:35
4,2,43,04:02:43
16,35,57,16:35:57
14,6,14,14:06:14
13,24,49,13:24:49
23,48,6,23:48:06
3,20,43,03:20:43
21,45,51,21:45:51
13,34,3,13:34:03
15,32,2,15:32:02
13,3,37,13:03:37
7,15,52,07:15:52
21,13,53,21:13:53
9,32,49,09:32:49
0,23,9,00:23:09
14,30,37,14:30:37
19,51,39,19:51:39
0,7,6,00:07:06
22,7,10,22:07:10
9,20,15,09:20:15
1,45,47,01:45:47
11,6,43,11:06:43
21,45,11,21:45:11
13,27,28,13:27:28
3,45,50,03:45:50
21,6,10,21:06:10
6,41,27,06:41:27
22,29,2,22:29:02
19,56,45,19:56:45
21,53,40,21:53:40
19,30,51,19:30:51
1,9,45,01:09:45
23,9,1,23:09:01
16,12,54,16:12:54
16,17,7,16:17:07
11,19,58,11:19:58
2,58,53,02:58:53
16,52,36,16:52:36
11,44,15,11:44:15
12,24,18,12:24:18
21,48,59,21:48:59
15,35,32,15:35:32
11,42,25,11:42:25
3,14,27,03:14:27
2,0,29,02:00:29
18,58,37,18:58:37
12,9,29,12:09:29
7,52,1,07:52:01
0,31,22,00:31:22
19,17,40,19:17:40
20,26,13,20:26:13
5,59,41,05:59:41
22,28,39,22:28:39
4,1,6,04:01:06
1,16,14,01:16:14
14,26,35,14:26:35
2,19,49,02:19:49
4,7,2,04:07:02
8,45,23,08:45:23
8,43,46,08:43:46
9,13,19,09:13:19
8,26,26,08:26:26
14,8,33,14:08:33
6,57,48,06:57:48
16,55,43,16:55:43
23,53,16,23:53:16
10,44,47,10:44:47
14,19,37,14:19:37
5,23,4,05:23:04
1,35,7,01:35:07
16,50,9,16:50:09
1,39,49,01:39:49
12,55,23,12:55:23
1,36,33,01:36:33
7,50,46,07:50:46
5,30,22,05:30:22
23,30,55,23:30:55
5,28,45,05:28:45
23,37,41,23:37:41
1,36,33,01:36:33
2,38,19,02:38:19
11,38,39,11:38:39
11,57,46,11:57:46
0,13,32,00:13:32
8,8,51,08:08:51
13,45,21,13:45:21
20,23,4,20:23:04
22,34,4,22:34:04
23,47,9,23:47:09
17,32,31,17:32:31
19,56,38,19:56:38
23,44,50,23:44:50
13,50,38,13:50:38
22,11,46,22:11:46
15,6,7,15:06:07
10,59,6,10:59:06
18,58,19,18:58:19
19,6,23,19:06:23
4,37,32,04:37:32
14,55,21,14:55:21
6,31,21,06:31:21
10,58,17,10:58:17
0,33,26,00:33:26
22,13,51,22:13:51
22,10,4,22:10:04
16,11,7,16:11:07
2,24,12,02:24:12
5,58,38,05:58:38
11,45,19,11:45:19
15,11,27,15:11:27
11,17,5,11:17:05
23,5,15,23:05:15
3,15,29,03:15:29
5,14,12,05:14:12
20,20,8,20:20:08
11,45,40,11:45:40
0,33,54,00:33:54
10,2,54,10:02:54
19,13,16,19:13:16
0,26,43,00:26:43
6,24,56,06:24:56
13,19,13,13:19:13
21,31,29,21:31:29
3,57,20,03:57:20
22,9,9,22:09:09
10,31,15,10:31:15
16,22,9,16:22:09
2,15,32,02:15:32
18,8,43,18:08:43
22,2,28,22:02:28
5,31,23,05:31:23
20,40,27,20:40:27
2,38,52,02:38:52
11,43,2,11:43:02
10,29,30,10:29:30
22,28,24,22:28:24
4,8,57,04:08:57
14,29,43,14:29:43
13,16,34,13:16:34
22,34,49,22:34:49
21,45,40,21:45:40
9,7,30,09:07:30
5,20,0,05:20:00
0,10,52,00:10:52
2,52,30,02:52:30
18,8,47,18:08:47
1,43,46,01:43:46
1,49,34,01:49:34
11,40,14,11:40:14
15,45,57,15:45:57
13,59,16,13:59:16
19,29,38,19:29:38
5,3,0,05:03:00
21,35,26,21:35:26
21,10,0,21:10:00
2,22,27,02:22:27
15,58,15,15:58:15
23,59,58,23:59:58
19,58,29,19:58:29
18,0,25,18:00:25
7,5,54,07:05:54
11,59,35,11:59:35
1,20,29,01:20:29
13,41,14,13:41:14
19,40,6,19:40:06
17,51,40,17:51:40
13,49,48,13:49:48
19,20,31,19:20:31
2,18,47,02:18:47
3,18,12,03:18:12
8,9,54,08:09:54
1,16,3,01:16:03
19,7,12,19:07:12
12,14,4,12:14:04
12,58,42,12:58:42
1,41,19,01:41:19
23,52,26,23:52:26
22,35,6,22:35:06
6,59,35,06:59:35
13,2,8,13:02:08
16,21,51,16:21:51
18,38,31,18:38:31
1,3,45,01:03:45
19,38,36,19:38:36
11,15,35,11:15:35
19,34,32,19:34:32
1,57,32,01:57:32
12,58,46,12:58:46
0,18,25,00:18:25
3,57,3,03:57:03
1,16,25,01:16:25
21,32,7,21:32:07
14,57,43,14:57:43
20,41,22,20:41:22
16,6,17,16:06:17
3,19,22,03:19:22
9,0,52,09:00:52
0,53,20,00:53:20
22,51,23,22:51:23
22,55,25,22:55:25
14,47,5,14:47:05
14,25,9,14:25:09
16,3,17,16:03:17
18,42,42,18:42:42
0,17,3,00:17:03
19,3,30,19:03:30
0,43,39,00:43:39
17,57,19,17:57:19
9,39,42,09:39:42
12,0,47,12:00:47
12,1,16,12:01:16
13,9,45,13:09:45
0,21,24,00:21:24
4,20,40,04:20:40
2,42,36,02:42:36
21,21,16,21:21:16
17,30,24,17:30:24
22,10,30,22:10:30
15,55,7,15:55:07
21,9,34,21:09:34
0,5,18,00:05:18
7,1,9,07:01:09
23,30,2,23:30:02
22,53,37,22:53:37
22,58,21,22:58:21
2,33,38,02:33:38
0,41,35,00:41:35
16,23,30,16:23:30
21,3,29,21:03:29
12,45,19,12:45:19
2,39,40,02:39:40
11,44,29,11:44:29
12,38,52,12:38:52
7,20,27,07:20:27
20,28,34,20:28:34
10,13,50,10:13:50
0,32,3,00:32:03
17,45,0,17:45:00
23,20,5,23:20:05
19,8,41,19:08:41
9,59,34,09:59:34
8,13,1,08:13:01
6,4,52,06:04:52
18,43,42,18:43:42
22,36,20,22:36:20
2,48,49,02:48:49
9,2,45,09:02:45
7,7,18,07:07:18
17,16,4,17:16:04
17,21,0,17:21:00
9,53,49,09:53:49
0,30,36,00:30:36
18,25,56,18:25:56
1,48,20,01:48:20
22,6,11,22:06:11
14,50,0,14:50:00
13,42,32,13:42:32
13,38,41,13:38:41
16,54,32,16:54:32
3,35,29,03:35:29
16,48,3,16:48:03
12,15,56,12:15:56
18,10,57,18:10:57
4,31,15,04:31:15
9,15,51,09:15:51
21,16,13,21:16:13
9,14,7,09:14:07
18,35,55,18:35:55
21,13,45,21:13:45
6,18,11,06:18:11
2,56,18,02:56:18
23,12,52,23:12:52
23,1,54,23:01:54
18,32,53,18:32:53
8,11,58,08:11:58
22,58,47,22:58:47
20,43,51,20:43:51
22,46,59,22:46:59
8,47,35,08:47:35
21,47,7,21:47:07
0,21,26,00:21:26
22,57,43,22:57:43
1,29,50,01:29:50
1,35,50,01:35:50
0,42,29,00:42:29
2,7,5,02:07:05
21,24,3,21:24:03
21,13,21,21:13:21
10,0,38,10:00:38
2,17,40,02:17:40
12,42,23,12:42:23
17,32,10,17:32:10
11,38,7,11:38:07
0,27,2,00:27:02
7,47,59,07:47:59
5,57,27,05:57:27
23,20,36,23:20:36
16,58,1,16:58:01
21,32,15,21:32:15
18,37,49,18:37:49
15,6,13,15:06:13
3,56,11,03:56:11
3,35,37,03:35:37
19,21,25,19:21:25
6,12,24,06:12:24
2,24,48,02:24:48
8,0,1,08:00:01
14,37,54,14:37:54
0,56,5,00:56:05
9,20,50,09:20:50
20,29,17,20:29:17
17,47,51,17:47:51
21,49,9,21:49:09
21,31,56,21:31:56
8,6,25,08:06:25
14,18,18,14:18:18
22,30,1,22:30:01
15,20,24,15:20:24
8,36,27,08:36:27
4,10,29,04:10:29
8,44,41,08:44:41
21,14,55,21:14:55
15,39,12,15:39:12
2,11,30,02:11:30
6,4,10,06:04:10
21,29,59,21:29:59
4,27,7,04:27:07
1,33,20,01:33:20
16,59,17,16:59:17
8,58,3,08:58:03
18,20,45,18:20:45
5,34,18,05:34:18
11,49,42,11:49:42
22,30,29,22:30:29
5,49,58,05:49:58
1,11,43,01:11:43
4,15,18,04:15:18
5,28,43,05:28:43
2,39,48,02:39:48
8,42,22,08:42:22
23,46,51,23:46:51
17,36,42,17:36:42
14,21,9,14:21:09
10,16,25,10:16:25
9,56,19,09:56:19
10,32,33,10:32:33
11,15,43,11:15:43
1,56,4,01:56:04
9,58,47,09:58:47
13,52,51,13:52:51
23,46,37,23:46:37
19,38,7,19:38:07
21,55,13,21:55:13
2,37,18,02:37:18
20,30,10,20:30:10
19,21,34,19:21:34
16,10,29,16:10:29
13,7,53,13:07:53
22,45,13,22:45:13
16,1,45,16:01:45
14,6,7,14:06:07
0,52,36,00:52:36
3,38,26,03:38:26
14,10,59,14:10:59
22,13,54,22:13:54
3,3,38,03:03:38
7,0,0,07:00:00
8,12,43,08:12:43
0,45,1,00:45:01
7,47,20,07:47:20
16,26,33,16:26:33
0,57,26,00:57:26
3,10,51,03:10:51
18,47,44,18:47:44
21,1,7,21:01:07
11,39,18,11:39:18
23,13,24,23:13:24
13,21,2,13:21:02
21,6,14,21:06:14
8,31,0,08:31:00
20,28,56,20:28:56
13,58,34,13:58:34
22,54,13,22:54:13
17,54,7,17:54:07
15,8,50,15:08:50
12,13,52,12:13:52
6,45,35,06:45:35
21,26,50,21:26:50
15,3,45,15:03:45
15,39,55,15:39:55
2,0,0,02:00:00
6,23,58,06:23:58
16,34,51,16:34:51
16,9,29,16:09:29
8,52,15,08:52:15
10,31,15,10:31:15
3,20,33,03:20:33
0,32,8,00:32:08
23,58,37,23:58:37
15,15,24,15:15:24
3,57,5,03:57:05
7,57,25,07:57:25
12,10,46,12:10:46
20,51,7,20:51:07
23,16,38,23:16:38
15,17,38,15:17:38
8,48,23,08:48:23
8,13,38,08:13:38
13,27,24,13:27:24
9,46,10,09:46:10
16,3,29,16:03:29
14,42,24,14:42:24
5,21,21,05:21:21
4,11,48,04:11:48
13,45,52,13:45:52
21,23,53,21:23:53
23,43,38,23:43:38
10,12,10,10:12:10
17,38,40,17:38:40
18,53,34,18:53:34
5,11,51,05:11:51
5,11,27,05:11:27
13,47,37,13:47:37
8,19,8,08:19:08
5,2,42,05:02:42
2,20,20,02:20:20
17,16,21,17:16:21
18,5,11,18:05:11
4,19,58,04:19:58
18,18,7,18:18:07
2,54,19,02:54:19
20,39,52,20:39:52
21,16,36,21:16:36
18,26,23,18:26:23
11,13,33,11:13:33
16,35,51,16:35:51
8,3,14,08:03:14
8,30,15,08:30:15
7,28,24,07:28:24
6,45,57,06:45:57
23,33,52,23:33:52
23,1,49,23:01:49
10,49,7,10:49:07
3,9,36,03:09:36
23,3,53,23:03:53
16,11,27,16:11:27
8,15,4,08:15:04
11,51,12,11:51:12
23,42,59,23:42:59
11,13,13,11:13:13
18,48,12,18:48:12
7,42,34,07:42:34
2,57,7,02:57:07
6,18,7,06:18:07
11,37,14,11:37:14
0,27,56,00:27:56
14,7,32,14:07:32
8,50,31,08:50:31
8,16,38,08:16:38
8,27,22,08:27:22
20,19,32,20:19:32
7,30,54,07:30:54
17,41,19,17:41:19
1,25,37,01:25:37
6,37,17,06:37:17
17,5,50,17:05:50
21,52,13,21:52:13
7,38,12,07:38:12
15,13,5,15:13:05
10,40,59,10:40:59
5,7,53,05:07:53
12,37,37,12:37:37
20,19,45,20:19:45
18,33,3,18:33:03
10,17,10,10:17:10
21,17,13,21:17:13
0,7,31,00:07:31
5,5,6,05:05:06
8,55,31,08:55:31
16,59,12,16:59:12
15,24,6,15:24:06
12,5,19,12:05:19
12,2,13,12:02:13
17,26,49,17:26:49
2,6,15,02:06:15
23,26,18,23:26:18
20,18,55,20:18:55
10,5,40,10:05:40
23,0,26,23:00:26
21,0,0,21:00:00
10,28,50,10:28:50
0,41,5,00:41:05
1,46,18,01:46:18
19,5,50,19:05:50
21,9,21,21:09:21
19,14,34,19:14:34
6,32,12,06:32:12
2,58,22,02:58:22
2,43,18,02:43:18
7,0,41,07:00:41
18,31,6,18:31:06
13,14,50,13:14:50
19,39,30,19:39:30
12,14,38,12:14:38
14,43,22,14:43:22
7,32,53,07:32:53
21,46,51,21:46:51
16,28,36,16:28:36
11,37,31,11:37:31
19,30,57,19:30:57
8,53,40,08:53:40
20,37,0,20:37:00
7,28,34,07:28:34
14,18,6,14:18:06
15,33,57,15:33:57
21,34,32,21:34:32
22,30,25,22:30:25
1,9,5,01:09:05
21,57,57,21:57:57
4,5,0,04:05:00
20,31,33,20:31:33
16,2,22,16:02:22
6,33,16,06:33:16
10,1,17,10:01:17
16,7,52,16:07:52
13,43,54,13:43:54
9,47,59,09:47:59
1,14,33,01:14:33
2,8,14,02:08:14
15,14,38,15:14:38
17,24,5,17:24:05
18,7,48,18:07:48
14,21,13,14:21:13
11,34,56,11:34:56
19,43,46,19:43:46
2,26,40,02:26:40
8,13,51,08:13:51
19,33,20,19:33:20
17,52,50,17:52:50
20,31,5,20:31:05
22,5,25,22:05:25
5,12,30,05:12:30
23,58,11,23:58:11
5,43,6,05:43:06
11,28,52,11:28:52
9,28,11,09:28:11
0,14,8,00:14:08
20,12,37,20:12:37
16,29,19,16:29:19
19,24,5,19:24:05
3,30,47,03:30:47
10,42,43,10:42:43
8,58,3,08:58:03
0,51,5,00:51:05
20,26,28,20:26:28
6,25,38,06:25:38
18,13,27,18:13:27
21,52,38,21:52:38
5,29,15,05:29:15
11,22,47,11:22:47
20,16,32,20:16:32
3,7,30,03:07:30
11,0,54,11:00:54
13,14,0,13:14:00
0,1,21,00:01:21
2,3,41,02:03:41
14,0,17,14:00:17
18,3,51,18:03:51
8,57,30,08:57:30
20,36,42,20:36:42
20,58,57,20:58:57
9,47,9,09:47:09
22,8,42,22:08:42
13,26,48,13:26:48
18,4,21,18:04:21
10,18,17,10:18:17
10,25,38,10:25:38
0,16,23,00:16:23
3,53,27,03:53:27
0,25,1,00:25:01
16,14,0,16:14:00
22,38,28,22:38:28
23,38,43,23:38:43
2,53,25,02:53:25
23,38,51,23:38:51
6,26,6,06:26:06
3,13,52,03:13:52
3,45,23,03:45:23
19,36,44,19:36:44
2,25,4,02:25:04
3,46,3,03:46:03
16,49,14,16:49:14
3,35,17,03:35:17
9,26,38,09:26:38
11,55,50,11:55:50
3,2,48,03:02:48
2,23,17,02:23:17
0,48,36,00:48:36
19,31,35,19:31:35
9,32,37,09:32:37
6,46,25,06:46:25
12,18,49,12:18:49
13,47,10,13:47:10
7,4,20,07:04:20
1,43,28,01:43:28
20,9,46,20:09:46
5,44,44,05:44:44
3,27,28,03:27:28
0,33,43,00:33:43
23,0,37,23:00:37
20,13,56,20:13:56
11,55,6,11:55:06
2,54,49,02:54:49
20,51,46,20:51:46
22,21,53,22:21:53
23,20,46,23:20:46
16,25,6,16:25:06
2,40,27,02:40:27
11,9,37,11:09:37
2,37,21,02:37:21
17,16,34,17:16:34
13,14,33,13:14:33
15,10,56,15:10:56
16,20,35,16:20:35
6,41,29,06:41:29
17,38,35,17:38:35
7,8,49,07:08:49
1,30,57,01:30:57
11,9,59,11:09:59
21,8,11,21:08:11
21,25,21,21:25:21
23,32,25,23:32:25
11,1,29,11:01:29
4,31,10,04:31:10
2,42,6,02:42:06
8,9,49,08:09:49
8,50,54,08:50:54
13,37,17,13:37:17
17,29,2,17:29:02
18,39,30,18:39:30
17,56,51,17:56:51
3,33,23,03:33:23
5,44,10,05:44:10
2,36,19,02:36:19
21,24,55,21:24:55
1,1,40,01:01:40
20,39,8,20:39:08
17,11,20,17:11:20
22,47,19,22:47:19
20,26,5,20:26:05
5,14,27,05:14:27
16,15,48,16:15:48
19,45,42,19:45:42
17,4,12,17:04:12
21,38,15,21:38:15
2,4,50,02:04:50
19,24,17,19:24:17
21,13,26,21:13:26
3,53,44,03:53:44
20,56,48,20:56:48
23,40,51,23:40:51
2,19,9,02:19:09
1,25,25,01:25:25
16,44,57,16:44:57
2,53,1,02:53:01
20,1,50,20:01:50
23,23,18,23:23:18
9,17,51,09:17:51
22,17,11,22:17:11
12,54,32,12:54:32
6,18,34,06:18:34
21,5,39,21:05:39
18,22,17,18:22:17
23,47,31,23:47:31
21,26,59,21:26:59
7,12,6,07:12:06
5,21,20,05:21:20
2,10,40,02:10:40
19,26,9,19:26:09
7,33,23,07:33:23
11,12,3,11:12:03
19,38,57,19:38:57
1,48,27,01:48:27
10,29,57,10:29:57
5,28,47,05:28:47
3,9,27,03:09:27
1,26,2,01:26:02
19,46,30,19:46:30
18,29,31,18:29:31
12,50,38,12:50:38
20,39,50,20:39:50
5,1,35,05:01:35
5,58,36,05:58:36
19,32,19,19:32:19
23,59,14,23:59:14
2,8,31,02:08:31
4,57,43,04:57:43
19,12,7,19:12:07
10,5,52,10:05:52
11,5,11,11:05:11
23,14,45,23:14:45
17,16,53,17:16:53
14,6,26,14:06:26
0,12,58,00:12:58
5,34,49,05:34:49
5,26,40,05:26:40
16,38,33,16:38:33
10,34,15,10:34:15
8,26,33,08:26:33
4,24,29,04:24:29
15,41,54,15:41:54
